AOC_CODE,RANK_TITLE,OFFICER_SEX,OFFICER_RACE,OFFICER_AGE_RANGE,OFFICER_AGE,OFFICER_DIVISION,OFFICER_ASSIGNMENT,OFFICER_YEARS_SWORN,ObjectId
2960,POLICE SERGEANT                    ,M,W ,40 - 49,48,TRAINING                                               ,SPECIAL PROJECTS UNIT                                  ,21,753
2961,POLICE OFFICER                     ,M,W ,50 - 59,50,5TH DIVISION                                           ,2ND PLATOON                                            ,27,754
2962,POLICE SERGEANT                    ,M,W ,50 - 59,51,4TH DIVISION                                           ,2ND PLATOON                                            ,27,755
2963,POLICE SERGEANT                    ,F,W ,50 - 59,58,3RD DIVISION                                           ,STAFF                                                  ,27,756
2965,POLICE SERGEANT                    ,M,W ,50 - 59,51,3RD DIVISION                                           ,2ND PLATOON                                            ,27,757
2966,POLICE SERGEANT                    ,F,W ,50 - 59,55,COMMUNITY POLICING UNIT                                ,STAFF                                                  ,27,758
2967,POLICE OFFICER                     ,F,W ,50 - 59,50,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,27,759
2968,POLICE LIEUTENANT                  ,F,W ,50 - 59,50,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,27,760
2969,POLICE OFFICER                     ,M,W ,50 - 59,52,8TH DIVISION                                           ,1ST PLATOON                                            ,27,761
2971,POLICE OFFICER                     ,M,W ,40 - 49,49,CIS FORENSIC INVESTIGATIONS                            ,POLYGRAPH SQUAD                                        ,27,762
2972,POLICE SERGEANT                    ,M,W ,50 - 59,58,CIS FORENSIC INVESTIGATIONS                            ,STAFF                                                  ,27,763
2974,POLICE OFFICER                     ,M,W ,OVER 60,69,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,27,764
2975,POLICE OFFICER                     ,M,W ,50 - 59,50,5TH DIVISION                                           ,2ND PLATOON                                            ,27,765
2977,POLICE SERGEANT                    ,M,W ,50 - 59,51,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,27,766
2978,POLICE OFFICER                     ,M,W ,OVER 60,65,CIS ROBBERY                                            ,3RD PLATOON                                            ,27,767
2979,POLICE OFFICER                     ,M,B ,50 - 59,53,3RD DIVISION                                           ,2ND PLATOON                                            ,27,768
2980,POLICE SERGEANT                    ,M,W ,50 - 59,56,5TH DIVISION                                           ,DETECTIVES                                             ,27,769
2981,POLICE OFFICER                     ,M,W ,50 - 59,59,2ND DIVISION                                           ,2ND PLATOON                                            ,27,770
2982,POLICE OFFICER                     ,M,H ,OVER 60,70,6TH DIVISION                                           ,2ND PLATOON                                            ,27,771
2986,POLICE SERGEANT                    ,M,W ,50 - 59,50,6TH DIVISION                                           ,3RD PLATOON                                            ,27,772
2987,POLICE OFFICER                     ,F,W ,50 - 59,59,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,27,773
2988,POLICE OFFICER                     ,F,W ,50 - 59,51,8TH DIVISION                                           ,2ND PLATOON                                            ,26,774
2989,POLICE OFFICER                     ,M,W ,OVER 60,63,1ST DIVISION                                           ,3RD PLATOON                                            ,27,775
2993,POLICE OFFICER                     ,M,W ,50 - 59,54,1ST DIVISION                                           ,BIKE PLATOON                                           ,27,776
2995,POLICE SERGEANT                    ,M,W ,50 - 59,58,8TH DIVISION                                           ,FLEX PLATOON                                           ,27,777
2996,POLICE OFFICER                     ,F,W ,50 - 59,54,2ND DIVISION                                           ,1ST PLATOON                                            ,25,778
2997,POLICE LIEUTENANT                  ,M,W ,40 - 49,48,CIS ROBBERY                                            ,STAFF                                                  ,25,779
2998,POLICE LIEUTENANT                  ,M,W ,50 - 59,51,TRAFFIC                                                ,STAFF                                                  ,25,780
2999,POLICE OFFICER                     ,F,W ,50 - 59,53,1ST DIVISION                                           ,1ST PLATOON                                            ,25,781
6002,POLICE LIEUTENANT                  ,M,W ,40 - 49,49,STRATEGIC PLANNING                                     ,STAFF                                                  ,23,782
6006,POLICE SERGEANT                    ,M,W ,50 - 59,52,8TH DIVISION                                           ,2ND PLATOON                                            ,26,783
6008,POLICE OFFICER                     ,M,W ,50 - 59,51,7TH DIVISION                                           ,RESOURCE OFFICERS                                      ,25,784
6010,POLICE OFFICER                     ,M,W ,50 - 59,55,3RD DIVISION                                           ,1ST PLATOON                                            ,23,785
6013,POLICE OFFICER                     ,M,W ,40 - 49,48,AIR PATROL                                             ,STAFF                                                  ,25,786
6028,POLICE OFFICER                     ,M,W ,50 - 59,50,7TH DIVISION                                           ,2ND PLATOON                                            ,6,787
6030,POLICE OFFICER                     ,M,H ,50 - 59,56,6TH DIVISION                                           ,1ST PLATOON                                            ,20,788
6039,POLICE LIEUTENANT                  ,M,W ,50 - 59,54,COMMUNITY EVENTS UNIT                                  ,STAFF                                                  ,29,789
6044,POLICE OFFICER                     ,M,B ,OVER 60,65,3RD DIVISION                                           ,1ST PLATOON                                            ,16,790
6046,POLICE MAJOR                       ,M,B ,40 - 49,46,6TH DIVISION                                           ,STAFF                                                  ,23,791
6054,POLICE OFFICER                     ,M,B ,OVER 60,75,7TH DIVISION                                           ,DETECTIVES                                             ,35,792
6056,POLICE OFFICER                     ,M,B ,50 - 59,58,SCHOOL RESOURCE OFFICERS                               ,STAFF                                                  ,32,793
6067,POLICE OFFICER                     ,M,W ,50 - 59,51,6TH DIVISION                                           ,1ST PLATOON                                            ,25,794
6072,POLICE OFFICER                     ,M,W ,OVER 60,62,9TH DIVISION                                           ,SQUAD 2                                                ,35,795
6074,POLICE SERGEANT                    ,M,W ,50 - 59,55,PUBLIC INFORMATION OFFICE                              ,STAFF                                                  ,27,796
6075,POLICE OFFICER                     ,M,W ,OVER 60,67,3RD DIVISION                                           ,1ST PLATOON                                            ,16,797
6077,POLICE SERGEANT                    ,M,W ,50 - 59,57,TECHNICAL SERVICES                                     ,VIDEO RECORDS UNIT                                     ,27,798
6082,POLICE SERGEANT                    ,M,W ,OVER 60,72,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,38,799
6090,POLICE SERGEANT                    ,M,B ,50 - 59,57,CIS FORENSIC INVESTIGATIONS                            ,CSU STAFF                                              ,31,800
7558,POLICE OFFICER                     ,M,W ,40 - 49,49,CRIMES AGAINST CHILDREN                                ,CRIMES AGAINST CHILDREN                                ,17,801
7560,POLICE OFFICER                     ,M,A ,40 - 49,42,4TH DIVISION                                           ,1ST PLATOON                                            ,17,802
7561,POLICE OFFICER                     ,M,W ,50 - 59,55,3RD DIVISION                                           ,3RD PLATOON                                            ,17,803
7562,POLICE OFFICER                     ,M,W ,50 - 59,59,3RD DIVISION                                           ,1ST PLATOON                                            ,17,804
7563,POLICE OFFICER                     ,M,W ,40 - 49,42,1ST DIVISION                                           ,BIKE PLATOON                                           ,17,805
6889,POLICE OFFICER                     ,M,W ,50 - 59,51,7TH DIVISION                                           ,2ND PLATOON                                            ,20,806
7843,POLICE OFFICER                     ,M,W ,40 - 49,43,2ND DIVISION                                           ,STAFF                                                  ,13,807
7772,POLICE OFFICER                     ,M,W ,40 - 49,43,TRAFFIC                                                ,1ST PLATOON                                            ,14,808
7564,POLICE SERGEANT                    ,F,W ,40 - 49,42,5TH DIVISION                                           ,2ND PLATOON                                            ,17,809
7566,POLICE LIEUTENANT                  ,M,W ,40 - 49,49,TRAINING                                               ,STAFF                                                  ,17,810
7567,POLICE OFFICER                     ,M,W ,40 - 49,48,4TH DIVISION                                           ,DETECTIVES                                             ,17,811
7568,POLICE OFFICER                     ,M,W ,40 - 49,46,1ST DIVISION                                           ,FLEX PLATOON                                           ,17,812
7570,POLICE OFFICER                     ,M,W ,50 - 59,53,5TH DIVISION                                           ,1ST PLATOON                                            ,17,813
7571,POLICE SERGEANT                    ,M,W ,40 - 49,49,8TH DIVISION                                           ,2ND PLATOON                                            ,17,814
7572,POLICE SERGEANT                    ,M,W ,OVER 60,61,SWAT UNIT                                              ,STAFF                                                  ,16,815
7573,POLICE OFFICER                     ,M,W ,40 - 49,40,RECORDS MANAGEMENT                                     ,LMPD SERVICE CENTER                                    ,16,816
7575,POLICE OFFICER                     ,M,W ,30 - 39,38,INSPECTIONS AND COMPLIANCE UNIT                        ,STAFF                                                  ,16,817
7577,POLICE OFFICER                     ,M,W ,40 - 49,40,MAJOR CASE UNIT                                        ,FEDERAL TASK FORCES                                    ,16,818
7578,POLICE SERGEANT                    ,M,W ,40 - 49,48,TRAFFIC                                                ,2ND PLATOON                                            ,16,819
7579,POLICE OFFICER                     ,M,B ,50 - 59,53,PROPERTY ROOM SECTION                                  ,STAFF                                                  ,16,820
7581,POLICE OFFICER                     ,F,W ,50 - 59,50,4TH DIVISION                                           ,DETECTIVES 1                                           ,16,821
7582,DEPUTY POLICE CHIEF                ,M,B ,30 - 39,39,CHIEF`S STAFF                                          ,STAFF                                                  ,16,822
7583,POLICE LIEUTENANT                  ,M,W ,50 - 59,52,COMMUNITY EVENTS UNIT                                  ,STAFF                                                  ,16,823
7584,POLICE OFFICER                     ,M,B ,40 - 49,42,2ND DIVISION                                           ,DETECTIVES                                             ,16,824
7585,POLICE OFFICER                     ,M,W ,40 - 49,43,3RD DIVISION                                           ,1ST PLATOON                                            ,16,825
7586,POLICE SERGEANT                    ,M,W ,40 - 49,40,CIS HOMICIDE                                           ,STAFF                                                  ,16,826
7587,POLICE OFFICER                     ,M,W ,40 - 49,49,6TH DIVISION                                           ,3RD PLATOON                                            ,16,827
7588,POLICE OFFICER                     ,M,A ,50 - 59,53,TRAINING                                               ,RECRUITING AND SELECTION                               ,16,828
7589,POLICE OFFICER                     ,F,W ,30 - 39,39,TRAINING                                               ,STAFF                                                  ,16,829
7590,POLICE OFFICER                     ,M,W ,40 - 49,48,CIS ROBBERY                                            ,2ND PLATOON                                            ,16,830
7591,POLICE SERGEANT                    ,M,W ,40 - 49,40,WELLNESS UNIT                                          ,STAFF                                                  ,16,831
7592,POLICE OFFICER                     ,M,W ,40 - 49,45,4TH DIVISION                                           ,DETECTIVES                                             ,16,832
7594,POLICE OFFICER                     ,M,W ,40 - 49,41,6TH DIVISION                                           ,DETECTIVES                                             ,16,833
7035,POLICE OFFICER                     ,M,W ,30 - 39,38,SUPPORT UNIT                                           ,SCRIPT TEAM                                            ,11,834
7595,POLICE OFFICER                     ,F,W ,40 - 49,45,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,16,835
7596,POLICE LIEUTENANT                  ,M,W ,40 - 49,49,CRIMINAL INTERDICTION                                  ,STAFF                                                  ,16,836
7598,POLICE OFFICER                     ,M,W ,40 - 49,48,CIS ROBBERY                                            ,2ND PLATOON                                            ,16,837
7599,POLICE SERGEANT                    ,M,W ,50 - 59,50,PERFORMANCE DIVISION                                   ,STAFF                                                  ,16,838
7600,POLICE OFFICER                     ,F,W ,40 - 49,40,MAJOR CRIME DIVISION                                   ,FUGITIVE APPREHENSION SQUAD                            ,16,839
7602,POLICE LIEUTENANT                  ,M,W ,40 - 49,41,ADMINISTRATIVE BUREAU                                  ,STAFF                                                  ,16,840
7603,POLICE OFFICER                     ,M,B ,40 - 49,42,4TH DIVISION                                           ,SUPPORT PLATOON                                        ,16,841
7604,POLICE OFFICER                     ,M,W ,40 - 49,40,2ND DIVISION                                           ,3RD PLATOON                                            ,16,842
7605,POLICE OFFICER                     ,M,W ,40 - 49,48,5TH DIVISION                                           ,RECRUITS                                               ,16,843
6998,POLICE SERGEANT                    ,M,W ,50 - 59,58,8TH DIVISION                                           ,FLEX PLATOON                                           ,31,844
7606,POLICE OFFICER                     ,M,W ,40 - 49,40,7TH DIVISION                                           ,1ST PLATOON                                            ,16,845
7607,POLICE OFFICER                     ,M,W ,40 - 49,41,4TH DIVISION                                           ,3RD PLATOON                                            ,16,846
7608,POLICE OFFICER                     ,M,W ,40 - 49,41,TRAINING                                               ,BASIC ACADEMY                                          ,16,847
7609,POLICE MAJOR                       ,M,W ,40 - 49,42,TRAINING                                               ,STAFF                                                  ,16,848
7611,POLICE OFFICER                     ,M,W ,50 - 59,54,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,16,849
7612,POLICE OFFICER                     ,F,B ,30 - 39,38,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,14,850
7614,POLICE OFFICER                     ,M,H ,40 - 49,43,FOCUSED INTELLIGENCE UNIT                              ,MAJOR CASE SQUAD                                       ,16,851
7615,POLICE OFFICER                     ,M,W ,40 - 49,40,8TH DIVISION                                           ,1ST PLATOON                                            ,16,852
7616,POLICE OFFICER                     ,M,W ,40 - 49,41,FOCUSED INTELLIGENCE UNIT                              ,MAJOR CASE SQUAD                                       ,16,853
7617,POLICE OFFICER                     ,M,W ,40 - 49,41,9TH DIVISION                                           ,STAFF                                                  ,16,854
7618,POLICE LIEUTENANT                  ,M,W ,40 - 49,49,TRAINING                                               ,BASIC ACADEMY                                          ,16,855
6891,POLICE OFFICER                     ,F,W ,50 - 59,51,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,29,856
7844,POLICE SERGEANT                    ,M,W ,30 - 39,39,CIS HOMICIDE                                           ,SQUAD 1                                                ,13,857
7845,POLICE SERGEANT                    ,M,W ,40 - 49,44,FOCUSED INTELLIGENCE UNIT                              ,FIREARMS INTELLIGENCE SQUAD                            ,13,858
7774,POLICE OFFICER                     ,F,W ,30 - 39,38,POLICE HUMAN RESOURCES                                 ,STAFF                                                  ,14,859
6894,POLICE OFFICER                     ,F,W ,50 - 59,55,3RD DIVISION                                           ,2ND PLATOON                                            ,27,860
7723,POLICE LIEUTENANT                  ,M,W ,30 - 39,38,2ND DIVISION                                           ,STAFF                                                  ,14,861
6999,POLICE SERGEANT                    ,M,B ,50 - 59,52,TRAINING                                               ,RECRUITING AND SELECTION                               ,31,862
6896,POLICE LIEUTENANT                  ,M,W ,40 - 49,48,INSPECTIONS AND COMPLIANCE UNIT                        ,STAFF                                                  ,25,863
7846,POLICE SERGEANT                    ,F,W ,40 - 49,46,TRAINING                                               ,BASIC ACADEMY                                          ,13,864
7794,POLICE RECRUIT                     ,M,W ,30 - 39,39,TRAINING                                               ,RECRUITS                                               ,0,865
7500,POLICE OFFICER                     ,M,W ,OVER 60,62,3RD DIVISION                                           ,2ND PLATOON                                            ,18,866
7704,POLICE MAJOR                       ,F,W ,40 - 49,43,SPECIAL OPERATIONS                                     ,STAFF                                                  ,15,867
6898,POLICE OFFICER                     ,M,W ,50 - 59,56,NARCOTICS                                              ,SQUAD 2                                                ,28,868
7768,POLICE SERGEANT                    ,M,W ,40 - 49,42,3RD DIVISION                                           ,2ND PLATOON                                            ,14,869
7776,POLICE RECRUIT                     ,M,W ,50 - 59,58,TRAINING                                               ,RECRUITS                                               ,0,870
7501,POLICE OFFICER                     ,M,W ,40 - 49,48,TRAINING                                               ,BASIC ACADEMY                                          ,18,871
7716,POLICE SERGEANT                    ,M,W ,40 - 49,46,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,14,872
6899,POLICE OFFICER                     ,M,W ,OVER 60,64,6TH DIVISION                                           ,DETECTIVES                                             ,30,873
7881,POLICE OFFICER                     ,M,H ,50 - 59,58,1ST DIVISION                                           ,BIKE PLATOON                                           ,13,874
7779,POLICE OFFICER                     ,M,W ,30 - 39,37,CIS HOMICIDE                                           ,3RD PLATOON                                            ,14,875
7502,POLICE OFFICER                     ,M,W ,50 - 59,56,4TH DIVISION                                           ,1ST PLATOON B                                          ,18,876
7721,POLICE OFFICER                     ,M,B ,40 - 49,40,4TH DIVISION                                           ,STAFF                                                  ,14,877
6900,POLICE OFFICER                     ,M,W ,50 - 59,50,PROPERTY ROOM SECTION                                  ,EVIDENCE TECH TEAM                                     ,21,878
7854,POLICE OFFICER                     ,F,W ,40 - 49,44,6TH DIVISION                                           ,DETECTIVES                                             ,13,879
7803,POLICE SERGEANT                    ,M,W ,40 - 49,44,8TH DIVISION                                           ,1ST PLATOON                                            ,14,880
7503,POLICE OFFICER                     ,M,W ,50 - 59,53,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,18,881
7505,POLICE OFFICER                     ,M,W ,40 - 49,45,PUBLIC INFORMATION OFFICE                              ,COMMUNITY ENGAGEMENT UNIT                              ,18,882
7506,POLICE SERGEANT                    ,M,W ,OVER 60,63,4TH DIVISION                                           ,1ST PLATOON                                            ,18,883
7507,POLICE SERGEANT                    ,M,W ,50 - 59,51,4TH DIVISION                                           ,2ND PLATOON                                            ,18,884
7508,POLICE LIEUTENANT                  ,M,W ,40 - 49,44,HOMELAND SECURITY UNIT                                 ,STAFF                                                  ,18,885
7509,POLICE LIEUTENANT                  ,M,W ,40 - 49,46,SPECIAL INVESTIGATIONS DIVISION                        ,STAFF                                                  ,18,886
7510,POLICE OFFICER                     ,M,H ,OVER 60,68,8TH DIVISION                                           ,1ST PLATOON                                            ,18,887
7511,POLICE SERGEANT                    ,M,W ,40 - 49,45,COMMUNITY EVENTS UNIT                                  ,STAFF                                                  ,18,888
7512,POLICE SERGEANT                    ,M,W ,40 - 49,49,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,20,889
7513,POLICE OFFICER                     ,M,B ,50 - 59,54,1ST DIVISION                                           ,RESOURCE OFFICERS                                      ,18,890
7514,POLICE SERGEANT                    ,M,W ,40 - 49,42,CIS SPECIAL VICTIMS                                    ,CRIMES AGAINST CHILDREN                                ,17,891
7515,POLICE LIEUTENANT                  ,M,W ,40 - 49,43,CANINE UNIT                                            ,STAFF                                                  ,17,892
7516,POLICE OFFICER                     ,M,W ,30 - 39,39,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,17,893
7517,POLICE OFFICER                     ,F,W ,40 - 49,43,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,17,894
7518,POLICE LIEUTENANT                  ,M,W ,40 - 49,40,1ST DIVISION                                           ,STAFF                                                  ,17,895
7519,POLICE OFFICER                     ,M,W ,40 - 49,45,VIOLENT CRIME UNIT                                     ,SQUAD 1                                                ,17,896
7521,POLICE LIEUTENANT                  ,M,W ,40 - 49,42,3RD DIVISION                                           ,STAFF                                                  ,17,897
7522,POLICE SERGEANT                    ,M,W ,40 - 49,41,CIS SPECIAL VICTIMS                                    ,DOMESTIC VIOLENCE UNIT                                 ,17,898
7523,POLICE SERGEANT                    ,M,W ,40 - 49,44,CIS SPECIAL VICTIMS                                    ,SEX CRIMES                                             ,17,899
7524,POLICE OFFICER                     ,M,W ,50 - 59,53,3RD DIVISION                                           ,1ST PLATOON                                            ,17,900
7527,POLICE OFFICER                     ,M,W ,40 - 49,41,4TH DIVISION                                           ,2ND PLATOON                                            ,17,901
7528,POLICE OFFICER                     ,M,W ,50 - 59,51,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,17,902
7529,POLICE OFFICER                     ,M,W ,40 - 49,42,8TH DIVISION                                           ,1ST PLATOON                                            ,17,903
7530,POLICE SERGEANT                    ,M,W ,40 - 49,43,SUPPORT BUREAU                                         ,STAFF                                                  ,17,904
7532,POLICE LIEUTENANT                  ,M,W ,50 - 59,58,7TH DIVISION                                           ,STAFF                                                  ,17,905
7534,POLICE OFFICER                     ,M,W ,40 - 49,47,RCFL                                                   ,STAFF                                                  ,17,906
7535,POLICE SERGEANT                    ,M,W ,OVER 60,62,5TH DIVISION                                           ,1ST PLATOON                                            ,17,907
7536,POLICE SERGEANT                    ,F,W ,40 - 49,40,CIS ROBBERY                                            ,2ND PLATOON                                            ,17,908
7537,POLICE SERGEANT                    ,M,W ,40 - 49,40,TECHNICAL SERVICES                                     ,TECHNICAL INVESTIGATIONS UNIT                          ,17,909
7538,POLICE OFFICER                     ,M,W ,40 - 49,46,2ND DIVISION                                           ,1ST PLATOON                                            ,17,910
7540,POLICE SERGEANT                    ,M,W ,40 - 49,40,6TH DIVISION                                           ,1ST PLATOON                                            ,17,911
7541,POLICE OFFICER                     ,M,W ,40 - 49,43,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,17,912
7543,POLICE SERGEANT                    ,M,W ,40 - 49,45,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,17,913
7544,POLICE OFFICER                     ,F,W ,40 - 49,43,5TH DIVISION                                           ,2ND PLATOON                                            ,17,914
7545,POLICE OFFICER                     ,M,W ,OVER 60,60,CIS ROBBERY                                            ,FINANCIAL CRIMES                                       ,17,915
7546,POLICE OFFICER                     ,M,W ,40 - 49,45,MAJOR CRIME DIVISION                                   ,STAFF                                                  ,17,916
7547,POLICE SERGEANT                    ,M,B ,40 - 49,44,SWAT UNIT                                              ,STAFF                                                  ,17,917
7548,POLICE OFFICER                     ,M,W ,50 - 59,51,TECHNICAL SERVICES                                     ,TECHNICAL SERVICES                                     ,17,918
7549,POLICE LIEUTENANT                  ,M,W ,50 - 59,53,1ST DIVISION                                           ,STAFF                                                  ,17,919
7550,POLICE OFFICER                     ,M,W ,40 - 49,45,MOUNTED PATROL                                         ,STAFF                                                  ,17,920
7552,POLICE OFFICER                     ,M,W ,50 - 59,53,SWAT UNIT                                              ,SQUAD 1                                                ,18,921
7553,POLICE OFFICER                     ,F,W ,40 - 49,47,CRIMES AGAINST CHILDREN                                ,OPERATIONS A                                           ,18,922
7555,POLICE OFFICER                     ,M,B ,40 - 49,44,1ST DIVISION                                           ,BIKE PLATOON                                           ,17,923
7556,POLICE SERGEANT                    ,M,W ,40 - 49,40,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,17,924
7557,POLICE OFFICER                     ,M,W ,40 - 49,45,2ND DIVISION                                           ,HALO/DRO                                               ,17,925
7742,POLICE SERGEANT                    ,M,W ,30 - 39,38,SUPPORT UNIT                                           ,SCRIPT TEAM                                            ,14,926
7883,POLICE OFFICER                     ,M,W ,40 - 49,44,3RD DIVISION                                           ,DETECTIVES                                             ,13,927
7739,POLICE OFFICER                     ,M,W ,40 - 49,45,6TH DIVISION                                           ,1ST PLATOON                                            ,14,928
6901,POLICE OFFICER                     ,M,B ,50 - 59,52,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,30,929
7802,POLICE OFFICER                     ,M,W ,30 - 39,37,8TH DIVISION                                           ,1ST PLATOON                                            ,14,930
7790,POLICE SERGEANT                    ,M,W ,50 - 59,50,COURT LIAISON OFFICE                                   ,STAFF                                                  ,14,931
7703,POLICE OFFICER                     ,M,W ,30 - 39,38,8TH DIVISION                                           ,1ST PLATOON                                            ,15,932
7751,POLICE OFFICER                     ,M,W ,50 - 59,54,TRAFFIC                                                ,2ND PLATOON                                            ,14,933
7864,POLICE OFFICER                     ,M,U ,30 - 39,35,6TH DIVISION                                           ,1ST PLATOON                                            ,13,934
6905,POLICE SERGEANT                    ,M,W ,50 - 59,53,8TH DIVISION                                           ,STAFF                                                  ,27,935
7795,POLICE OFFICER                     ,M,W ,30 - 39,38,7TH DIVISION                                           ,1ST PLATOON                                            ,14,936
7694,POLICE SERGEANT                    ,F,W ,50 - 59,50,CIS SPECIAL VICTIMS                                    ,STAFF                                                  ,15,937
7741,POLICE OFFICER                     ,M,W ,50 - 59,51,8TH DIVISION                                           ,STAFF                                                  ,14,938
7851,POLICE SERGEANT                    ,M,W ,40 - 49,47,6TH DIVISION                                           ,1ST PLATOON                                            ,13,939
6906,POLICE OFFICER                     ,M,B ,50 - 59,59,8TH DIVISION                                           ,2ND PLATOON                                            ,27,940
7786,POLICE SERGEANT                    ,M,W ,40 - 49,44,8TH DIVISION                                           ,2ND PLATOON                                            ,14,941
7687,POLICE RECRUIT                     ,F,W ,40 - 49,48,TRAINING                                               ,RECRUITS                                               ,0,942
7748,POLICE OFFICER                     ,M,W ,40 - 49,41,MAJOR CASE UNIT                                        ,MAJOR CASE SQUAD                                       ,14,943
7850,POLICE OFFICER                     ,M,W ,30 - 39,36,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,13,944
6907,POLICE OFFICER                     ,M,W ,50 - 59,56,PROFESSIONAL STANDARDS UNIT                            ,STAFF                                                  ,33,945
7806,POLICE OFFICER                     ,M,W ,40 - 49,49,CHIEF`S STAFF                                          ,STAFF                                                  ,14,946
7677,POLICE OFFICER                     ,M,W ,30 - 39,38,7TH DIVISION                                           ,2ND PLATOON                                            ,15,947
7733,POLICE MAJOR                       ,M,W ,30 - 39,38,CRIMINAL INTERDICTION                                  ,STAFF                                                  ,14,948
7866,POLICE LIEUTENANT                  ,M,B ,30 - 39,37,4TH DIVISION                                           ,STAFF                                                  ,13,949
6910,POLICE SERGEANT                    ,M,W ,50 - 59,53,CANINE UNIT                                            ,2ND PLATOON                                            ,29,950
7809,POLICE MAJOR                       ,F,W ,30 - 39,37,1ST DIVISION                                           ,STAFF                                                  ,14,951
7805,POLICE OFFICER                     ,F,W ,40 - 49,40,1ST DIVISION                                           ,1ST PLATOON                                            ,14,952
7810,POLICE OFFICER                     ,M,W ,40 - 49,46,1ST DIVISION                                           ,DETECTIVES                                             ,14,953
7808,POLICE OFFICER                     ,M,W ,40 - 49,49,MOUNTED PATROL                                         ,STAFF                                                  ,9,954
7799,POLICE OFFICER                     ,M,W ,50 - 59,56,7TH DIVISION                                           ,1ST PLATOON                                            ,14,955
7785,POLICE SERGEANT                    ,M,B ,50 - 59,55,5TH DIVISION                                           ,1ST PLATOON                                            ,14,956
7804,POLICE SERGEANT                    ,M,W ,30 - 39,38,7TH DIVISION                                           ,1ST PLATOON                                            ,14,957
7812,POLICE OFFICER                     ,M,W ,40 - 49,40,7TH DIVISION                                           ,1ST PLATOON                                            ,14,958
7784,POLICE SERGEANT                    ,M,W ,30 - 39,37,PERFORMANCE DIVISION                                   ,STAFF                                                  ,14,959
7813,POLICE OFFICER                     ,M,W ,40 - 49,46,CIS HOMICIDE                                           ,MISSING PERSONS                                        ,14,960
7840,POLICE OFFICER                     ,M,W ,40 - 49,49,TRAFFIC                                                ,2ND PLATOON                                            ,13,961
7814,POLICE SERGEANT                    ,M,W ,30 - 39,38,TRAINING                                               ,IN-SERVICE TRAINING UNIT                               ,13,962
7815,POLICE OFFICER                     ,M,W ,40 - 49,42,CIS HOMICIDE                                           ,SQUAD 4                                                ,13,963
7817,POLICE OFFICER                     ,M,W ,30 - 39,39,3RD DIVISION                                           ,1ST PLATOON                                            ,13,964
7818,POLICE OFFICER                     ,M,W ,40 - 49,49,2ND DIVISION                                           ,DETECTIVES                                             ,13,965
7837,POLICE OFFICER                     ,M,B ,40 - 49,47,VEHICLE IMPOUNDMENT                                    ,STAFF                                                  ,13,966
7819,POLICE OFFICER                     ,M,W ,40 - 49,41,6TH DIVISION                                           ,DETECTIVES                                             ,13,967
7820,POLICE SERGEANT                    ,M,W ,30 - 39,35,SWAT UNIT                                              ,SQUAD 1                                                ,13,968
7821,POLICE SERGEANT                    ,M,W ,30 - 39,37,PUBLIC INTEGRITY UNIT                                  ,STAFF                                                  ,13,969
7822,POLICE OFFICER                     ,M,W ,30 - 39,38,SWAT UNIT                                              ,SQUAD 2                                                ,13,970
7823,POLICE OFFICER                     ,M,W ,40 - 49,40,1ST DIVISION                                           ,1ST PLATOON                                            ,13,971
7824,POLICE OFFICER                     ,M,W ,40 - 49,43,AIR PATROL                                             ,STAFF                                                  ,13,972
7825,POLICE RECRUIT                     ,M,W ,50 - 59,52,TRAINING                                               ,RECRUITS                                               ,0,973
7826,POLICE SERGEANT                    ,M,W ,40 - 49,41,CIS HOMICIDE                                           ,SQUAD 3                                                ,13,974
7827,POLICE OFFICER                     ,M,W ,40 - 49,47,7TH DIVISION                                           ,2ND PLATOON                                            ,13,975
7828,POLICE SERGEANT                    ,M,W ,40 - 49,40,6TH DIVISION                                           ,2ND PLATOON                                            ,13,976
7849,POLICE OFFICER                     ,M,W ,40 - 49,46,NARCOTICS                                              ,MAJOR CASE SQUAD                                       ,13,977
7848,POLICE OFFICER                     ,F,W ,40 - 49,42,1ST DIVISION                                           ,BIKE PLATOON                                           ,13,978
